mouseGene	humanGene
Il10ra	IL10RA
Fxyd6	FXYD6
Cep164	CEP164
Bace1	BACE1
Rnf214	RNF214
Pcsk7	PCSK7
Tagln	TAGLN
Sidt2	SIDT2
Pafah1b2	PAFAH1B2
Sik3	SIK3
Apoa1	APOA1
Zpr1	ZPR1
Bud13	BUD13
Cadm1	CADM1
Nxpe4	NXPE4
Rexo2	REXO2
Rbm7	RBM7
Gm5617	C11orf71
Nnmt	NNMT
Zbtb16	ZBTB16
Usp28	USP28
Zw10	ZW10
Ttc12	TTC12
Ncam1	NCAM1
Plet1	PLET1
Pts	PTS
Bco2	BCO2
Il18	IL18
Tex12	TEX12
Sdhd	SDHD
Timm8b	TIMM8B
Pih1d2	PIH1D2
Dlat	DLAT
Dixdc1	DIXDC1
2310030G06Rik	C11orf52
Hspb2	HSPB2
Cryab	CRYAB
1110032A03Rik	C11orf1
Fdxacb1	FDXACB1
Alg9	ALG9
Ppp2r1b	PPP2R1B
Sik2	SIK2
Layn	LAYN
Pou2af1	POU2AF1
Arhgap20	ARHGAP20
Fdx1	FDX1
Rdx	RDX
Zc3h12c	ZC3H12C
Ddx10	DDX10
Exph5	EXPH5
4930550C14Rik	C11orf65
Atm	ATM
Npat	NPAT
Acat1	ACAT1
Cul5	CUL5
Rab39	RAB39A
Slc35f2	SLC35F2
Tnfaip8l3	TNFAIP8L3
Dmxl2	DMXL2
Cib2	CIB2
Idh3a	IDH3A
Acsbg1	ACSBG1
Dnaja4	DNAJA4
Wdr61	WDR61
Crabp1	CRABP1
Ireb2	IREB2
Hykk	HYKK
Psma4	PSMA4
Ube2q2	UBE2Q2
Fbxo22	FBXO22
Nrg4	NRG4
Tmem266	TMEM266
Etfa	ETFA
Isl2	ISL2
Scaper	SCAPER
Rcn2	RCN2
Pstpip1	PSTPIP1
Tspan3	TSPAN3
Peak1	PEAK1
Hmg20a	HMG20A
Cspg4	CSPG4
Snx33	SNX33
Imp3	IMP3
Snupn	SNUPN
Ptpn9	PTPN9
Sin3a	SIN3A
Man2c1	MAN2C1
Neil1	NEIL1
Commd4	COMMD4
1700017B05Rik	C15orf39
Ppcdc	PPCDC
Scamp5	SCAMP5
Rpp25	RPP25
Cox5a	COX5A
Fam219b	FAM219B
Mpi	MPI
Scamp2	SCAMP2
Ulk3	ULK3
Lman1l	LMAN1L
Csk	CSK
Edc3	EDC3
Clk3	CLK3
Arid3b	ARID3B
Ubl7	UBL7
Sema7a	SEMA7A
Cyp11a1	CYP11A1
Stra6	STRA6
Islr	ISLR
Islr2	ISLR2
Pml	PML
Stoml1	STOML1
Loxl1	LOXL1
Cd276	CD276
Rec114	REC114
Neo1	NEO1
Adpgk	ADPGK
Bbs4	BBS4
Arih1	ARIH1
Tmem202	TMEM202
Hexa	HEXA
Parp6	PARP6
Pkm	PKM
Gramd2	GRAMD2A
Senp8	SENP8
Myo9a	MYO9A
Thsd4	THSD4
Lrrc49	LRRC49
Larp6	LARP6
Uaca	UACA
Tle3	TLE3
Kif23	KIF23
Paqr5	PAQR5
Glce	GLCE
Coro2b	CORO2B
Itga11	ITGA11
Fem1b	FEM1B
Cln6	CLN6
Calml4	CALML4
Pias1	PIAS1
Map2k5	MAP2K5
2300009A05Rik	C15orf61
Iqch	IQCH
Aagab	AAGAB
Smad3	SMAD3
Smad6	SMAD6
Zwilch	ZWILCH
Rpl4	RPL4
Snapc5	SNAPC5
Map2k1	MAP2K1
Tipin	TIPIN
Dis3l	DIS3L
Megf11	MEGF11
Rab11a	RAB11A
Dennd4a	DENND4A
Slc24a1	SLC24A1
Ints14	INTS14
Hacd3	HACD3
Dpp8	DPP8
Igdcc4	IGDCC4
Parp16	PARP16
Cilp	CILP
Clpx	CLPX
Pdcd7	PDCD7
Rasl12	RASL12
Mtfmt	MTFMT
Spg21	SPG21
Plekho2	PLEKHO2
Pif1	PIF1
Rbpms2	RBPMS2
Oaz2	OAZ2
Zfp609	ZNF609
Trip4	TRIP4
Pclaf	PCLAF
Csnk1g1	CSNK1G1
Ppib	PPIB
Snx22	SNX22
Snx1	SNX1
Dapk2	DAPK2
Herc1	HERC1
Usp3	USP3
Car12	CA12
Aph1b	APH1B
Rab8b	RAB8B
Rps27l	RPS27L
Lactb	LACTB
Tln2	TLN2
C2cd4b	C2CD4B
Vps13c	VPS13C
Rora	RORA
Ice2	ICE2
Anxa2	ANXA2
Bnip2	BNIP2
Gtf2a2	GTF2A2
Myo1e	MYO1E
Ccnb2	CCNB2
Rnf111	RNF111
Sltm	SLTM
Mindy2	MINDY2
Adam10	ADAM10
Lipc	LIPC
Aqp9	AQP9
Aldh1a2	ALDH1A2
Polr2m	POLR2M
Myzap	MYZAP
Cgnl1	CGNL1
Tcf12	TCF12
Zfp280d	ZNF280D
Mns1	MNS1
Tex9	TEX9
Rfx7	RFX7
Prtg	PRTG
Pygo1	PYGO1
Ccpg1os	C15orf65
Ccpg1	CCPG1
Pigb	PIGB
Rab27a	RAB27A
Khdc3	KHDC3L
Rsl24d1	RSL24D1
Unc13c	UNC13C
Fam214a	FAM214A
Arpp19	ARPP19
Myo5a	MYO5A
Myo5c	MYO5C
Gnb5	GNB5
Mapk6	MAPK6
Leo1	LEO1
Tmod3	TMOD3
Tmod2	TMOD2
Lysmd2	LYSMD2
Scg3	SCG3
Lrrc1	LRRC1
Gclc	GCLC
Elovl5	ELOVL5
Fbxo9	FBXO9
Dppa5a	DPPA5
Ddx43	DDX43
Mto1	MTO1
Eef1a1	EEF1A1
Slc17a5	SLC17A5
Cd109	CD109
Col12a1	COL12A1
Cox7a2	COX7A2
Tmem30a	TMEM30A
Filip1	FILIP1
Senp6	SENP6
Myo6	MYO6
Htr1b	HTR1B
Irak1bp1	IRAK1BP1
Phip	PHIP
Lca5	LCA5
Sh3bgrl2	SH3BGRL2
Elovl4	ELOVL4
Ttk	TTK
Bckdhb	BCKDHB
Ibtk	IBTK
Tpbg	TPBG
Ube2cbp	UBE3D
Pgm3	PGM3
Rwdd2a	RWDD2A
Me1	ME1
Cyb5r4	CYB5R4
Cep162	CEP162
Tbx18	TBX18
Nt5e	NT5E
Snx14	SNX14
Syncrip	SYNCRIP
Mthfsl	MTHFS
Bcl2a1d	BCL2A1
Bcl2a1a	BCL2A1
Bcl2a1b	BCL2A1
Mthfs	MTHFS
Tmed3	TMED3
Rasgrf1	RASGRF1
Ctsh	CTSH
Morf4l1	MORF4L1
Adamts7	ADAMTS7
Tbc1d2b	TBC1D2B
Plscr1	PLSCR1
Plscr4	PLSCR4
Plod2	PLOD2
Slc9a9	SLC9A9
Chst2	CHST2
U2surp	U2SURP
Pcolce2	PCOLCE2
Trpc1	TRPC1
Pls1	PLS1
Atr	ATR
Xrn1	XRN1
Gk5	GK5
Tfdp2	TFDP2
Atp1b3	ATP1B3
Rnf7	RNF7
Rasa2	RASA2
Zbtb38	ZBTB38
Pxylp1	PXYLP1
Spsb4	SPSB4
Slc25a36	SLC25A36
Rbp1	RBP1
Rbp2	RBP2
Copb2	COPB2
Mrps22	MRPS22
Faim	FAIM
Pik3cb	PIK3CB
Cep70	CEP70
Esyt3	ESYT3
Mras	MRAS
Nme9	NME9
Armc8	ARMC8
Dbr1	DBR1
Dzip1l	DZIP1L
Il20rb	IL20RB
Nck1	NCK1
Slc35g2	SLC35G2
Stag1	STAG1
Pccb	PCCB
Msl2	MSL2
Ppp2r3a	PPP2R3A
Ky	KY
Cep63	CEP63
Anapc13	ANAPC13
Amotl2	AMOTL2
Ryk	RYK
Slco2a1	SLCO2A1
Rab6b	RAB6B
Srprb	SRPRB
Trf	TF
Topbp1	TOPBP1
Cdv3	CDV3
Bfsp2	BFSP2
Tmem108	TMEM108
Nphp3	NPHP3
Uba5	UBA5
Acad11	ACAD11
Dnajc13	DNAJC13
Acpp	ACP3
Cpne4	CPNE4
Mrpl3	MRPL3
Nudt16	NUDT16
Aste1	ASTE1
Atp2c1	ATP2C1
Pik3r4	PIK3R4
Col6a6	COL6A6
Col6a5	COL6A5
Glyctk	GLYCTK
Wdr82	WDR82
Ppm1m	PPM1M
Twf2	TWF2
Tlr9	TLR9
Alas1	ALAS1
Poc1a	POC1A
Dusp7	DUSP7
Acy1	ACY1
Abhd14a	ABHD14A
Abhd14b	ABHD14B
Pcbp4	PCBP4
Gpr62	GPR62
Parp3	PARP3
Rrp9	RRP9
Iqcf1	IQCF1
Tex264	TEX264
Rad54l2	RAD54L2
Dcaf1	DCAF1
Manf	MANF
Rbm15b	RBM15B
Mapkapk3	MAPKAPK3
Cish	CISH
Hemk1	HEMK1
6430571L13Rik	C3orf18
Cacna2d2	CACNA2D2
Cyb561d2	CYB561D2
Nprl2	NPRL2
Zmynd10	ZMYND10
Rassf1	RASSF1
Tusc2	TUSC2
Hyal2	HYAL2
Hyal1	HYAL1
Hyal3	HYAL3
Ifrd2	IFRD2
Sema3b	SEMA3B
Gnai2	GNAI2
Gnat1	GNAT1
Sema3f	SEMA3F
Rbm5	RBM5
Rbm6	RBM6
Mon1a	MON1A
Mst1r	MST1R
Traip	TRAIP
Uba7	UBA7
Cdhr4	CDHR4
Ip6k1	IP6K1
Gmppb	GMPPB
Rnf123	RNF123
Amigo3	AMIGO3
Apeh	APEH
Bsn	BSN
Dag1	DAG1
Nicn1	NICN1
Amt	AMT
Tcta	TCTA
Rhoa	RHOA
Gpx1	GPX1
Usp4	USP4
1700102P08Rik	C3orf62
Klhdc8b	KLHDC8B
Lamb2	LAMB2
Usp19	USP19
Qrich1	QRICH1
Impdh2	IMPDH2
Ndufaf3	NDUFAF3
Dalrd3	DALRD3
Wdr6	WDR6
P4htm	P4HTM
Arih2	ARIH2
Slc25a20	SLC25A20
Prkar2a	PRKAR2A
Ip6k2	IP6K2
Nckipsd	NCKIPSD
Celsr3	CELSR3
Slc26a6	SLC26A6
Uqcrc1	UQCRC1
Col7a1	COL7A1
Ucn2	UCN2
Pfkfb4	PFKFB4
Shisa5	SHISA5
Atrip	ATRIP
Tma7	TMA7
Ccdc51	CCDC51
Plxnb1	PLXNB1
Nme6	NME6
Camp	CAMP
Cdc25a	CDC25A
Map4	MAP4
Dhx30	DHX30
Smarcc1	SMARCC1
Cspg5	CSPG5
Elp6	ELP6
Scap	SCAP
Ptpn23	PTPN23
Klhl18	KLHL18
Kif9	KIF9
Setd2	SETD2
Nbeal2	NBEAL2
Ccdc12	CCDC12
Pth1r	PTH1R
Prss46	PRSS46P
Prss50	PRSS50
Tmie	TMIE
Als2cl	ALS2CL
Tdgf1	TDGF1
Lrrc2	LRRC2
Ltf	LTF
Ccrl2	CCRL2
Mlh1	MLH1
Epm2aip1	EPM2AIP1
Stac	STAC
Pdcd6ip	PDCD6IP
Clasp2	CLASP2
Ubp1	UBP1
Fbxl2	FBXL2
Crtap	CRTAP
Glb1	GLB1
Tmppe	TMPPE
Ccr4	CCR4
Trim71	TRIM71
Cnot10	CNOT10
Dync1li1	DYNC1LI1
Cmtm6	CMTM6
Cmtm7	CMTM7
Cmtm8	CMTM8
Gpd1l	GPD1L
Osbpl10	OSBPL10
Stt3b	STT3B
Tgfbr2	TGFBR2
Rbms3	RBMS3
Azi2	AZI2
Cmc1	CMC1
Eomes	EOMES
Golga4	GOLGA4
Itga9	ITGA9
Ctdspl	CTDSPL
Vill	VILL
Plcd1	PLCD1
Slc22a13	SLC22A13
Oxsr1	OXSR1
Myd88	MYD88
Acaa1a	ACAA1
Xylb	XYLB
Acvr2b	ACVR2B
Exog	EXOG
Scn5a	SCN5A
Wdr48	WDR48
Cx3cr1	CX3CR1
Gorasp1	GORASP1
Ttc21a	TTC21A
Csrnp1	CSRNP1
Ccr8	CCR8
Slc25a38	SLC25A38
Rpsa	RPSA
Eif1b	EIF1B
Entpd3	ENTPD3
Rpl14	RPL14
Ctnnb1	CTNNB1
Ulk4	ULK4
Trak1	TRAK1
Lyzl4	LYZL4
Vipr1	VIPR1
Sec22c	SEC22C
Ss18l2	SS18L2
Nktr	NKTR
Klhl40	KLHL40
Higd1a	HIGD1A
Cyp8b1	CYP8B1
Pomgnt2	POMGNT2
Snrk	SNRK
Ano10	ANO10
Abhd5	ABHD5
Tcaim	TCAIM
Zfp445	ZNF445
Zkscan7	ZKSCAN7
Zfp105	ZNF35
1110059G10Rik	KIAA1143
Kif15	KIF15
Tmem42	TMEM42
Zdhhc3	ZDHHC3
Exosc7	EXOSC7
Clec3b	CLEC3B
Cdcp1	CDCP1
Tmem158	TMEM158
Lars2	LARS2
Limd1	LIMD1
Sacm1l	SACM1L
Slc6a20a	SLC6A20
Ccr9	CCR9
Lztfl1	LZTFL1
Fyco1	FYCO1
Cxcr6	CXCR6
Xcr1	XCR1
Ccr1	CCR1
Ccr3	CCR3
Ccr2	CCR2
Ccr5	CCR5
Sfi1	SFI1
Drg1	DRG1
Eif4enif1	EIF4ENIF1
Patz1	PATZ1
Pik3ip1	PIK3IP1
Limk2	LIMK2
Rnf185	RNF185
Inpp5j	INPP5J
Selenom	SELENOM
Smtn	SMTN
Morc2a	MORC2
Osbp2	OSBP2
4921536K21Rik	C5orf52
Dusp18	DUSP18
Slc35e4	SLC35E4
Tcn2	TCN2
Pes1	PES1
Gal3st1	GAL3ST1
Mtfp1	MTFP1
Sec14l2	SEC14L2
Rnf215	RNF215
Ccdc157	CCDC157
Sf3a1	SF3A1
Tbc1d10a	TBC1D10A
Osm	OSM
Lif	LIF
Hormad2	HORMAD2
Mtmr3	MTMR3
Ascc2	ASCC2
Uqcr10	UQCR10
Zmat5	ZMAT5
Nf2	NF2
Nipsnap1	NIPSNAP1
Thoc5	THOC5
Nefh	NEFH
Ap1b1	AP1B1
Gas2l1	GAS2L1
Rasl10a	RASL10A
Rhbdd3	RHBDD3
Emid1	EMID1
Kremen1	KREMEN1
Znrf3	ZNRF3
Xbp1	XBP1
Ccdc117	CCDC117
Mrps24	MRPS24
Urgcp	URGCP
Dbnl	DBNL
Pgam2	PGAM2
Polm	POLM
Aebp1	AEBP1
Pold2	POLD2
Gck	GCK
Ykt6	YKT6
Camk2b	CAMK2B
Nudcd3	NUDCD3
Ddx56	DDX56
Tmed4	TMED4
Ogdh	OGDH
Zmiz2	ZMIZ2
Ppia	PPIA
Purb	PURB
Myo1g	MYO1G
Ccm2	CCM2
Tbrg4	TBRG4
Ramp3	RAMP3
Igfbp3	IGFBP3
Tns3	TNS3
Hus1	HUS1
Gm11992	C7orf57
Upp1	UPP1
Abca13	ABCA13
Zpbp	ZPBP
Spata48	SPATA48
Ikzf1	IKZF1
Fignl1	FIGNL1
Ddc	DDC
Grb10	GRB10
Cobl	COBL
Sec61g	SEC61G
Egfr	EGFR
Fbxo48	FBXO48
Plek	PLEK
Cnrip1	CNRIP1
Ppp3r1	PPP3R1
Wdr92	DNAAF10
Pno1	PNO1
C1d	C1D
Etaa1	ETAA1
Spred2	SPRED2
Actr2	ACTR2
Rab1a	RAB1A
Cep68	CEP68
Slc1a4	SLC1A4
Sertad2	SERTAD2
Aftph	AFTPH
Lgalsl	LGALSL
Peli1	PELI1
Vps54	VPS54
Ugp2	UGP2
Mdh1	MDH1
Wdpcp	WDPCP
Otx1	OTX1
Ehbp1	EHBP1
Tmem17	TMEM17
B3gnt2	B3GNT2
Commd1	COMMD1
Cct4	CCT4
Fam161a	FAM161A
Xpo1	XPO1
Usp34	USP34
1700093K21Rik	C2orf74
0610010F05Rik	KIAA1841
Pex13	PEX13
Pus10	PUS10
Rel	REL
Papolg	PAPOLG
Bcl11a	BCL11A
Fancl	FANCL
Vrk2	VRK2
Ccdc85a	CCDC85A
Efemp1	EFEMP1
Pnpt1	PNPT1
Ppp4r3b	PPP4R3B
Cfap36	CFAP36
Ccdc88a	CCDC88A
Mtif2	MTIF2
Rps27a	RPS27A
Clhc1	CLHC1
Rtn4	RTN4
Eml6	EML6
Sptbn1	SPTBN1
Acyp2	ACYP2
Psme4	PSME4
Erlec1	ERLEC1
Chac2	CHAC2
Stc2	STC2
Bod1	BOD1
Cpeb4	CPEB4
Nsg2	NSG2
Il9r	IL9R
Snrnp25	SNRNP25
Rhbdf1	RHBDF1
Nprl3	NPRL3
Mpg	MPG
Sh3pxd2b	SH3PXD2B
Ubtd2	UBTD2
Efcab9	EFCAB9
Stk10	STK10
Fbxw11	FBXW11
Fgf18	FGF18
Npm1	NPM1
Tlx3	TLX3
Ranbp17	RANBP17
Lcp2	LCP2
Dock2	DOCK2
Spdl1	SPDL1
Slit3	SLIT3
Pank3	PANK3
Rars	RARS1
Wwc1	WWC1
Mat2b	MAT2B
Hmmr	HMMR
Nudcd2	NUDCD2
Ccng1	CCNG1
Pttg1	PTTG1
Slu7	SLU7
C1qtnf2	C1QTNF2
Pwwp2a	PWWP2A
Ttc1	TTC1
Adra1b	ADRA1B
Il12b	IL12B
Ublcp1	UBLCP1
Rnf145	RNF145
Ebf1	EBF1
Clint1	CLINT1
Lsm11	LSM11
Thg1l	THG1L
Adam19	ADAM19
Nipal4	NIPAL4
Cyfip2	CYFIP2
Itk	ITK
Fam71b	FAM71B
Med7	MED7
Havcr2	HAVCR2
Timd4	TIMD4
Sgcd	SGCD
Rack1	RACK1
Trim41	TRIM41
Trim7	TRIM7
Olfr56	OR2V1
Btnl9	BTNL9
Zfp62	ZFP62
Mgat1	MGAT1
Olfr1385	OR2Y1
Flt4	FLT4
Scgb3a1	SCGB3A1
Cnot6	CNOT6
Gfpt2	GFPT2
Mapk9	MAPK9
Rasgef1c	RASGEF1C
Rnf130	RNF130
Tbc1d9b	TBC1D9B
Mrnip	MRNIP
Sqstm1	SQSTM1
Mgat4b	MGAT4B
Ltc4s	LTC4S
Maml1	MAML1
Canx	CANX
Hnrnph1	HNRNPH1
Rufy1	RUFY1
Adamts2	ADAMTS2
Zfp354c	ZNF354C
Grm6	GRM6
Zfp2	ZFP2
Clk4	CLK4
Col23a1	COL23A1
Phykpl	PHYKPL
Hnrnpab	HNRNPAB
Nhp2	NHP2
Rmnd5b	RMND5B
N4bp3	N4BP3
Sec24a	SEC24A
Sar1b	SAR1B
Jade2	JADE2
Cdkn2aipnl	CDKN2AIPNL
Ube2b	UBE2B
Cdkl3	CDKL3
Ppp2ca	PPP2CA
Vdac1	VDAC1
9530068E07Rik	C5orf15
Hspa4	HSPA4
Aff4	AFF4
Uqcrq	UQCRQ
Gdf9	GDF9
Shroom1	SHROOM1
Kif3a	KIF3A
Il4	IL4
Il13	IL13
Rad50	RAD50
Il5	IL5
Irf1	IRF1
Slc22a5	SLC22A5
Slc22a4	SLC22A4
Pdlim4	PDLIM4
P4ha2	P4HA2
Csf2	CSF2
Acsl6	ACSL6
Fnip1	FNIP1
Rapgef6	RAPGEF6
Cdc42se2	CDC42SE2
Lyrm7	LYRM7
Hint1	HINT1
Gpx3	GPX3
Tnip1	TNIP1
Anxa6	ANXA6
Gm2a	GM2A
Slc36a3	SLC36A3
Slc36a2	SLC36A2
Slc36a1	SLC36A1
Sparc	SPARC
Atox1	ATOX1
G3bp1	G3BP1
Glra1	GLRA1
Fam114a2	FAM114A2
Mfap3	MFAP3
Galnt10	GALNT10
Sap30l	SAP30L
Larp1	LARP1
Cnot8	CNOT8
Gemin5	GEMIN5
Mrpl22	MRPL22
Irgm2	IRGM
Zfp692	ZNF692
Zfp672	ZNF672
Sh3bp5l	SH3BP5L
Olfr328	OR2T4
Zfp39	ZNF717
Rnf187	RNF187
Trim11	TRIM11
Obscn	OBSCN
Iba57	IBA57
Gjc2	GJC2
Guk1	GUK1
Mrpl55	MRPL55
2310033P09Rik	C1orf35
Arf1	ARF1
Wnt9a	WNT9A
Snap47	SNAP47
Jmjd4	JMJD4
Zfp867	ZNF627
Zkscan17	ZNF496
Nlrp3	NLRP3
Mprip	MPRIP
Flcn	FLCN
Cops3	COPS3
Nt5m	NT5M
Med9	MED9
Rasd1	RASD1
Pemt	PEMT
Rai1	RAI1
Srebf1	SREBF1
Tom1l2	TOM1L2
Drc3	DRC3
Atpaf2	ATPAF2
Gid4	GID4
Drg2	DRG2
Alkbh5	ALKBH5
Llgl1	LLGL1
Flii	FLII
Mief2	MIEF2
Top3a	TOP3A
Smcr8	SMCR8
Shmt1	SHMT1
Dhrs7b	DHRS7B
Tmem11	TMEM11
Natd1	NATD1
Map2k3	MAP2K3
Tnfrsf13b	TNFRSF13B
Usp22	USP22
Aldh3a1	ALDH3A1
Aldh3a2	ALDH3A2
Mfap4	MFAP4
Mapk7	MAPK7
B9d1	B9D1
Epn2	EPN2
Grap	GRAP
Fam83g	FAM83G
Prpsap2	PRPSAP2
Ulk2	ULK2
Akap10	AKAP10
Specc1	SPECC1
Adora2b	ADORA2B
Zswim7	ZSWIM7
Ttc19	TTC19
Ncor1	NCOR1
Pigl	PIGL
Cenpv	CENPV
Trpv2	TRPV2
Lrrc75a	LRRC75A
Zfp287	ZNF287
Zfp286	ZNF286A
Trim16	TRIM16
Fbxw10	FBXW10
Tvp23b	TVP23B
Pmp22	PMP22
Hs3st3b1	HS3ST3B1
Cox10	COX10
Elac2	ELAC2
Arhgap44	ARHGAP44
Map2k4	MAP2K4
Zkscan6	ZNF18
Tmem220	TMEM220
Adprm	ADPRM
Sco1	SCO1
Myh13	MYH13
Gas7	GAS7
Usp43	USP43
Stx8	STX8
Ntn1	NTN1
Pik3r5	PIK3R5
Pik3r6	PIK3R6
Mfsd6l	MFSD6L
Myh10	MYH10
Ndel1	NDEL1
Rpl26	RPL26
Arhgef15	ARHGEF15
Slc25a35	SLC25A35
Rangrf	RANGRF
Pfas	PFAS
Ctc1	CTC1
Aurkb	AURKB
Borcs6	BORCS6
Tmem107	TMEM107
Vamp2	VAMP2
Per1	PER1
Hes7	HES7
Aloxe3	ALOXE3
Alox8	ALOX15B
Cntrob	CNTROB
Trappc1	TRAPPC1
Kcnab3	KCNAB3
Chd3	CHD3
Cyb5d1	CYB5D1
Naa38	NAA38
Tmem88	TMEM88
Kdm6b	KDM6B
Dnah2	DNAH2
Efnb3	EFNB3
Wrap53	WRAP53
Trp53	TP53
Atp1b2	ATP1B2
Sat2	SAT2
Fxr2	FXR2
Sox15	SOX15
Mpdu1	MPDU1
Cd68	CD68
Eif4a1	EIF4A1
Senp3	SENP3
Tnfsfm13	TNFSF12-TNFSF13
Tnfsf12	TNFSF12
Polr2a	POLR2A
Zbtb4	ZBTB4
Chrnb1	CHRNB1
Fgf11	FGF11
Tmem102	TMEM102
Nlgn2	NLGN2
Tmem256	TMEM256
Plscr3	PLSCR3
Tnk1	TNK1
Tmem95	TMEM95
Kctd11	KCTD11
Acap1	ACAP1
Neurl4	NEURL4
Gps2	GPS2
Eif5a	EIF5A
Cldn7	CLDN7
Elp5	ELP5
Ctdnep1	CTDNEP1
Gabarap	GABARAP
Phf23	PHF23
Dvl2	DVL2
Acadvl	ACADVL
Dlg4	DLG4
Asgr2	ASGR2
Mgl2	CLEC10A
Clec10a	CLEC10A
Slc16a11	SLC16A11
Slc16a13	SLC16A13
Bcl6b	BCL6B
0610010K14Rik	C17orf49
Rnasek	RNASEK
Alox12	ALOX12
Alox15	ALOX15
Pelp1	PELP1
Arrb2	ARRB2
Med11	MED11
Cxcl16	CXCL16
Zmynd15	ZMYND15
Tm4sf5	TM4SF5
Psmb6	PSMB6
Pld2	PLD2
Mink1	MINK1
Chrne	CHRNE
Slc25a11	SLC25A11
Rnf167	RNF167
Pfn1	PFN1
Eno3	ENO3
Spag7	SPAG7
Camta2	CAMTA2
Inca1	INCA1
Kif1c	KIF1C
Zfp3	ZFP3
Scimp	SCIMP
Rabep1	RABEP1
Nup88	NUP88
Rpain	RPAIN
C1qbp	C1QBP
Dhx33	DHX33
Derl2	DERL2
Mis12	MIS12
6330403K07Rik	LOC728392
Nlrp1b	NLRP1
Wscd1	WSCD1
Aipl1	AIPL1
Pimreg	PIMREG
4933427D14Rik	KIAA0753
Txndc17	TXNDC17
Med31	MED31
Xaf1	XAF1
Smtnl2	SMTNL2
Mybbp1a	MYBBP1A
Spns2	SPNS2
Spns3	SPNS3
Ube2g1	UBE2G1
Ankfy1	ANKFY1
Cyb5d2	CYB5D2
Zzef1	ZZEF1
Atp2a3	ATP2A3
P2rx1	P2RX1
Camkk1	CAMKK1
Ncbp3	NCBP3
Itgae	ITGAE
Haspin	HASPIN
P2rx5	P2RX5
Emc6	EMC6
Tax1bp3	TAX1BP3
Ctns	CTNS
Shpk	SHPK
Aspa	ASPA
Rap1gap2	RAP1GAP2
Cluh	CLUH
Pafah1b1	PAFAH1B1
Mettl16	METTL16
Mnt	MNT
Sgsm2	SGSM2
Tsr1	TSR1
Srr	SRR
Smg6	SMG6
Hic1	HIC1
Ovca2	OVCA2
Rtn4rl1	RTN4RL1
Rpa1	RPA1
Smyd4	SMYD4
Serpinf1	SERPINF1
Serpinf2	SERPINF2
Wdr81	WDR81
Tlcd2	TLCD2
Prpf8	PRPF8
Rilp	RILP
Scarf1	SCARF1
Slc43a2	SLC43A2
Pitpna	PITPNA
Inpp5k	INPP5K
Myo1c	MYO1C
Crk	CRK
Ywhae	YWHAE
Rph3al	RPH3AL
1700016K19Rik	C17orf97
Rflnb	RFLNB
Vps53	VPS53
Glod4	GLOD4
Gemin4	GEMIN4
Mrm3	MRM3
Nxn	NXN
Timm22	TIMM22
Abr	ABR
Gosr1	GOSR1
Cpd	CPD
Blmh	BLMH
Slc6a4	SLC6A4
Nsrp1	NSRP1
Efcab5	EFCAB5
Ssh2	SSH2
Coro6	CORO6
Ankrd13b	ANKRD13B
Git1	GIT1
Trp53i13	TP53I13
Abhd15	ABHD15
Taok1	TAOK1
Nufip2	NUFIP2
Myo18a	MYO18A
Phf12	PHF12
Dhrs13	DHRS13
Flot2	FLOT2
Eral1	ERAL1
Fam222b	FAM222B
Traf4	TRAF4
Nek8	NEK8
Tlcd1	TLCD1
Rab34	RAB34
Proca1	PROCA1
Supt6	SUPT6H
Sdf2	SDF2
2610507B11Rik	KIAA0100
Spag5	SPAG5
Aldoc	ALDOC
Pigs	PIGS
Unc119	UNC119
Slc13a2	SLC13A2
Slc46a1	SLC46A1
Sarm1	SARM1
Tmem199	TMEM199
Poldip2	POLDIP2
Tnfaip1	TNFAIP1
Ift20	IFT20
Tmem97	TMEM97
Nlk	NLK
Lyrm9	LYRM9
Nos2	NOS2
Lgals9	LGALS9
Ksr1	KSR1
Wsb1	WSB1
Nf1	NF1
Omg	OMG
Evi2	EVI2B
Evi2a	EVI2A
Rab11fip4	RAB11FIP4
Utp6	UTP6
Suz12	SUZ12
Crlf3	CRLF3
Atad5	ATAD5
Tefm	TEFM
Adap2	ADAP2
Rnf135	RNF135
Rhot1	RHOT1
Rhbdl3	RHBDL3
5730455P16Rik	C17orf75
Zfp207	ZNF207
Psmd11	PSMD11
Cdk5r1	CDK5R1
Myo1d	MYO1D
Tmem98	TMEM98
Ccl2	CCL13
Ccl7	CCL7
Ccl11	CCL11
Ccl12	CCL2
Ccl8	CCL8
Ccl1	CCL1
Cct6b	CCT6B
Zfp830	ZNF830
Lig3	LIG3
Rffl	RFFL
Rad51d	RAD51D
Nle1	NLE1
Unc45b	UNC45B
Slfn5	SLFN5
Slfn9	SLFN13
Slfn8	SLFN13
Slfn4	SLFN12L
Slfn3	SLFN12L
Pex12	PEX12
1700020L24Rik	C17orf50
Mmp28	MMP28
Taf15	TAF15
Heatr9	HEATR9
Ccl5	CCL5
Ccl3	CCL3L3
Ccl4	CCL4
Heatr6	HEATR6
Ddx52	DDX52
Synrg	SYNRG
Dusp14	DUSP14
Tada2a	TADA2A
Acaca	ACACA
Aatf	AATF
Lhx1	LHX1
Mrm1	MRM1
Dhrs11	DHRS11
Ggnbp2	GGNBP2
Pigw	PIGW
Myo19	MYO19
Znhit3	ZNHIT3
Car4	CA4
Usp32	USP32
1700125H20Rik	C17orf64
Appbp2	APPBP2
